x,y,z,radius,link,bodyId
1292.0,16934.0,14872.0,45.0,-1,5812989312
1338.59,16985.9,14990.6,74.4612,1,5812989312
1392.59,17066.9,15044.6,121.61200000000001,2,5812989312
1385.55,17179.2,15153.2,151.266,3,5812989312
1383.27,17195.1,15169.1,154.911,4,5812989312
1390.57,17238.3,15225.1,173.15400000000002,5,5812989312
1407.9,17307.6,15320.5,205.918,6,5812989312
1412.95,17327.8,15348.2,215.459,7,5812989312
1429.63,17356.3,15394.3,215.382,8,5812989312
1445.78,17367.8,15419.7,202.023,9,5812989312
1511.05,17414.5,15522.2,148.05200000000002,10,5812989312
1544.0,17438.0,15574.0,120.8,11,5812989312
1637.18,17528.0,15730.7,41.9117,12,5812989312
1652.0,17528.0,15790.0,41.9117,13,5812989312
1724.0,17492.0,15880.0,31.2492,14,5812989312
1760.0,17474.0,15970.0,31.2492,15,5812989312
1796.0,17456.0,16060.0,41.9117,16,5812989312
1868.0,17438.0,16168.0,31.2492,17,5812989312
1904.0,17438.0,16222.0,41.9117,18,5812989312
1940.0,17456.0,16258.0,27.0,19,5812989312
2012.0,17474.0,16348.0,27.0,20,5812989312
2066.0,17474.0,16420.0,27.0,21,5812989312
2120.0,17474.0,16492.0,27.0,22,5812989312
2138.0,17456.0,16510.0,16.4558,23,5812989312
2210.0,17438.0,16600.0,31.2492,24,5812989312
2300.0,17402.0,16654.0,31.2492,25,5812989312
2372.0,17366.0,16708.0,31.2492,26,5812989312
2444.0,17294.0,16726.0,31.2492,27,5812989312
2516.0,17276.0,16762.0,41.9117,28,5812989312
1562.0,17600.0,15718.0,27.0,13,5812989312
1400.0,17618.0,15628.0,63.0,12,5812989312
1328.0,17546.0,15484.0,99.0,11,5812989312
1616.0,17240.0,15592.0,47.92100000000001,11,5812989312
1485.83,17121.6,15412.7,138.22899999999998,10,5812989312
1472.0,16970.0,15358.0,45.0,34,5812989312
1472.0,17330.0,15520.0,171.898,34,5812989312
1526.0,17402.0,15502.0,151.997,10,5812989312
1166.0,17546.0,15376.0,41.9117,9,5812989312
1112.0,17582.0,15376.0,27.0,38,5812989312
1436.0,16988.0,15232.0,55.8999,8,5812989312
1220.0,17366.0,15142.0,55.8999,7,5812989312
1220.0,17330.0,15052.0,27.0,6,5812989312
1292.0,17222.0,15016.0,31.2492,5,5812989312
1400.0,16916.0,15124.0,27.0,4,5812989312
