x,y,z,radius,link,bodyId
1736.0,15822.0,13430.0,99.0,-1,1470950640
1803.32,15737.8,13531.0,153.189,1,1470950640
1840.08,15742.7,13666.3,187.576,2,1470950640
1859.9,15749.3,13745.6,206.487,3,1470950640
1872.69,15756.1,13769.3,201.15900000000002,4,1470950640
1920.8,15783.6,13838.0,168.15,5,1470950640
1980.75,15817.9,13923.6,127.02,6,1470950640
2087.1,15850.3,14018.9,70.0201,7,1470950640
2150.0,15876.0,14096.0,41.9117,8,1470950640
2204.0,15894.0,14186.0,41.9117,9,1470950640
2258.0,15894.0,14258.0,45.0,10,1470950640
2330.0,15876.0,14366.0,41.9117,11,1470950640
2384.0,15894.0,14474.0,41.9117,12,1470950640
2438.0,15894.0,14546.0,45.0,13,1470950640
2510.0,15912.0,14636.0,41.9117,14,1470950640
2582.0,15912.0,14708.0,27.0,15,1470950640
2654.0,15912.0,14762.0,27.0,16,1470950640
2708.0,15930.0,14798.0,27.0,17,1470950640
2744.0,15948.0,14834.0,27.0,18,1470950640
2798.0,15948.0,14906.0,27.0,19,1470950640
2852.0,15984.0,14978.0,27.0,20,1470950640
2870.0,16002.0,15014.0,16.4558,21,1470950640
2870.0,16002.0,15032.0,9.0,22,1470950640
2888.0,16002.0,15050.0,9.0,23,1470950640
2906.0,16020.0,15068.0,16.4558,24,1470950640
2924.0,16038.0,15086.0,27.0,25,1470950640
2942.0,16074.0,15140.0,27.0,26,1470950640
2960.0,16128.0,15212.0,27.0,27,1470950640
2996.0,16164.0,15284.0,27.0,28,1470950640
3014.0,16200.0,15356.0,27.0,29,1470950640
3032.0,16218.0,15410.0,27.0,30,1470950640
3050.0,16236.0,15464.0,27.0,31,1470950640
3086.0,16254.0,15536.0,27.0,32,1470950640
3104.0,16290.0,15590.0,27.0,33,1470950640
3104.0,16290.0,15662.0,27.0,34,1470950640
3122.0,16308.0,15698.0,9.0,35,1470950640
3122.0,16326.0,15734.0,27.0,36,1470950640
3140.0,16344.0,15752.0,9.0,37,1470950640
3140.0,16362.0,15788.0,27.0,38,1470950640
3140.0,16380.0,15824.0,27.0,39,1470950640
3140.0,16416.0,15860.0,16.4558,40,1470950640
3140.0,16452.0,15896.0,27.0,41,1470950640
3140.0,16470.0,15932.0,27.0,42,1470950640
3140.0,16488.0,15968.0,16.4558,43,1470950640
3158.0,16524.0,16004.0,27.0,44,1470950640
3176.0,16596.0,16076.0,27.0,45,1470950640
3176.0,16632.0,16112.0,27.0,46,1470950640
3158.0,16668.0,16148.0,9.0,47,1470950640
3158.0,16668.0,16166.0,9.0,48,1470950640
3158.0,16704.0,16202.0,27.0,49,1470950640
3176.0,16722.0,16220.0,9.0,50,1470950640
3176.0,16722.0,16238.0,9.0,51,1470950640
3176.0,16722.0,16256.0,9.0,52,1470950640
3176.0,16740.0,16274.0,16.4558,53,1470950640
