x,y,z,radius,link,bodyId
3010.0,18324.0,16668.0,118.279,-1,1532358825
3060.96,18483.9,16911.8,250.165,1,1532358825
3089.73,18479.8,16965.2,224.733,2,1532358825
3108.14,18477.1,16999.4,208.456,3,1532358825
3122.52,18475.1,17026.1,195.74,4,1532358825
3139.78,18472.6,17058.2,180.481,5,1532358825
3172.0,18468.0,17118.0,151.997,6,1532358825
3254.0,18427.0,17200.0,98.0918,7,1532358825
3294.9,18406.6,17237.2,75.8069,8,1532358825
3424.0,18378.0,17334.0,31.2492,9,1532358825
3478.0,18378.0,17424.0,41.9117,10,1532358825
3532.0,18396.0,17460.0,27.0,11,1532358825
3586.0,18396.0,17496.0,41.9117,12,1532358825
3676.0,18432.0,17568.0,27.0,13,1532358825
3730.0,18450.0,17622.0,27.0,14,1532358825
3766.0,18450.0,17694.0,27.0,15,1532358825
3802.0,18486.0,17748.0,27.0,16,1532358825
3838.0,18504.0,17820.0,27.0,17,1532358825
3838.0,18540.0,17856.0,27.0,18,1532358825
3856.0,18558.0,17928.0,27.0,19,1532358825
3874.0,18558.0,18000.0,27.0,20,1532358825
3892.0,18576.0,18072.0,27.0,21,1532358825
3892.0,18576.0,18144.0,27.0,22,1532358825
3892.0,18576.0,18180.0,16.4558,23,1532358825
3874.0,18576.0,18198.0,9.0,24,1532358825
3874.0,18576.0,18252.0,27.0,25,1532358825
3874.0,18576.0,18288.0,16.4558,26,1532358825
3874.0,18594.0,18324.0,27.0,27,1532358825
3856.0,18594.0,18378.0,16.4558,28,1532358825
3856.0,18594.0,18396.0,16.4558,29,1532358825
3874.0,18612.0,18414.0,16.4558,30,1532358825
3874.0,18612.0,18432.0,16.4558,31,1532358825
3874.0,18612.0,18468.0,27.0,32,1532358825
3874.0,18630.0,18522.0,27.0,33,1532358825
3892.0,18648.0,18540.0,27.0,34,1532358825
3892.0,18648.0,18594.0,41.9117,35,1532358825
3910.0,18666.0,18648.0,27.0,36,1532358825
3910.0,18666.0,18720.0,27.0,37,1532358825
3928.0,18684.0,18738.0,27.0,38,1532358825
3928.0,18684.0,18810.0,27.0,39,1532358825
3964.0,18684.0,18882.0,27.0,40,1532358825
4000.0,18684.0,18954.0,27.0,41,1532358825
4018.0,18684.0,18990.0,27.0,42,1532358825
4036.0,18684.0,19026.0,16.4558,43,1532358825
4054.0,18684.0,19062.0,16.4558,44,1532358825
4090.0,18684.0,19098.0,27.0,45,1532358825
4126.0,18684.0,19170.0,27.0,46,1532358825
4162.0,18684.0,19206.0,27.0,47,1532358825
4180.0,18666.0,19242.0,41.9117,48,1532358825
4234.0,18684.0,19296.0,27.0,49,1532358825
4306.0,18684.0,19368.0,27.0,50,1532358825
4378.0,18702.0,19422.0,31.2492,51,1532358825
4414.0,18684.0,19458.0,16.4558,52,1532358825
4432.0,18684.0,19476.0,16.4558,53,1532358825
4468.0,18684.0,19512.0,27.0,54,1532358825
4504.0,18666.0,19548.0,27.0,55,1532358825
4540.0,18666.0,19602.0,27.0,56,1532358825
4576.0,18666.0,19674.0,27.0,57,1532358825
4594.0,18648.0,19692.0,27.0,58,1532358825
4612.0,18630.0,19710.0,16.4558,59,1532358825
4612.0,18630.0,19728.0,16.4558,60,1532358825
4648.0,18594.0,19764.0,16.4558,61,1532358825
4648.0,18594.0,19800.0,16.4558,62,1532358825
4684.0,18576.0,19836.0,31.2492,63,1532358825
4738.0,18558.0,19908.0,31.2492,64,1532358825
4738.0,18540.0,19962.0,41.9117,65,1532358825
4774.0,18540.0,20052.0,27.0,66,1532358825
4810.0,18540.0,20142.0,27.0,67,1532358825
4828.0,18522.0,20214.0,27.0,68,1532358825
4828.0,18522.0,20286.0,27.0,69,1532358825
4828.0,18522.0,20322.0,16.4558,70,1532358825
4846.0,18522.0,20358.0,27.0,71,1532358825
4846.0,18504.0,20412.0,27.0,72,1532358825
4864.0,18504.0,20448.0,16.4558,73,1532358825
4864.0,18504.0,20484.0,27.0,74,1532358825
4882.0,18504.0,20538.0,27.0,75,1532358825
4900.0,18486.0,20628.0,27.0,76,1532358825
4936.0,18486.0,20718.0,27.0,77,1532358825
4954.0,18468.0,20736.0,27.0,78,1532358825
4954.0,18468.0,20772.0,27.0,79,1532358825
4990.0,18450.0,20826.0,27.0,80,1532358825
5008.0,18450.0,20880.0,27.0,81,1532358825
5044.0,18450.0,20952.0,27.0,82,1532358825
5080.0,18432.0,21006.0,27.0,83,1532358825
5080.0,18432.0,21042.0,27.0,84,1532358825
5098.0,18414.0,21060.0,16.4558,85,1532358825
5116.0,18414.0,21096.0,27.0,86,1532358825
5116.0,18414.0,21132.0,27.0,87,1532358825
5152.0,18396.0,21186.0,27.0,88,1532358825
5170.0,18396.0,21222.0,27.0,89,1532358825
5188.0,18396.0,21258.0,16.4558,90,1532358825
5206.0,18396.0,21276.0,16.4558,91,1532358825
5224.0,18378.0,21294.0,16.4558,92,1532358825
5242.0,18378.0,21330.0,27.0,93,1532358825
5260.0,18378.0,21366.0,16.4558,94,1532358825
5260.0,18396.0,21402.0,27.0,95,1532358825
5296.0,18396.0,21456.0,27.0,96,1532358825
5314.0,18396.0,21510.0,16.4558,97,1532358825
5314.0,18396.0,21546.0,16.4558,98,1532358825
5332.0,18396.0,21582.0,27.0,99,1532358825
5350.0,18396.0,21618.0,27.0,100,1532358825
5350.0,18396.0,21654.0,16.4558,101,1532358825
5368.0,18414.0,21672.0,27.0,102,1532358825
5404.0,18414.0,21708.0,27.0,103,1532358825
5404.0,18432.0,21744.0,27.0,104,1532358825
5440.0,18432.0,21798.0,27.0,105,1532358825
5440.0,18450.0,21852.0,16.4558,106,1532358825
5458.0,18450.0,21888.0,16.4558,107,1532358825
5476.0,18468.0,21924.0,27.0,108,1532358825
5494.0,18468.0,21960.0,27.0,109,1532358825
5494.0,18486.0,22014.0,16.4558,110,1532358825
5512.0,18504.0,22032.0,16.4558,111,1532358825
5512.0,18504.0,22068.0,16.4558,112,1532358825
5530.0,18504.0,22104.0,27.0,113,1532358825
5548.0,18522.0,22140.0,27.0,114,1532358825
5566.0,18522.0,22176.0,16.4558,115,1532358825
5566.0,18540.0,22212.0,27.0,116,1532358825
5584.0,18540.0,22248.0,27.0,117,1532358825
5602.0,18558.0,22266.0,16.4558,118,1532358825
5602.0,18558.0,22302.0,16.4558,119,1532358825
5620.0,18576.0,22338.0,27.0,120,1532358825
5656.0,18594.0,22410.0,27.0,121,1532358825
5656.0,18612.0,22464.0,16.4558,122,1532358825
5692.0,18630.0,22500.0,27.0,123,1532358825
5710.0,18648.0,22572.0,27.0,124,1532358825
5728.0,18666.0,22590.0,27.0,125,1532358825
5728.0,18684.0,22644.0,16.4558,126,1532358825
