x,y,z,radius,link,bodyId
2112.0,17752.0,16626.0,8.0,-1,1161946749
2096.0,17752.0,16626.0,8.0,1,1161946749
2048.0,17768.0,16626.0,27.7771,2,1161946749
1976.76,17959.8,16582.4,151.59,3,1161946749
2003.78,18097.5,16721.1,239.037,4,1161946749
2017.2,18131.0,16774.8,261.447,5,1161946749
2022.37,18143.9,16795.5,270.067,6,1161946749
2032.0,18168.0,16834.0,286.156,7,1161946749
2038.18,18172.9,16855.0,279.921,8,1161946749
2054.79,18186.2,16911.5,263.172,9,1161946749
2060.36,18190.7,16930.4,257.548,10,1161946749
2091.64,18215.7,17036.8,226.00599999999997,11,1161946749
2122.32,18256.1,17143.9,188.956,12,1161946749
2160.0,18344.0,17282.0,128.704,13,1161946749
2192.0,18440.0,17458.0,24.0,14,1161946749
2224.0,18456.0,17506.0,37.2548,15,1161946749
2272.0,18488.0,17618.0,40.0,16,1161946749
2320.0,18488.0,17714.0,49.6888,17,1161946749
2416.0,18488.0,17810.0,27.7771,18,1161946749
2448.0,18488.0,17858.0,27.7771,19,1161946749
2512.0,18504.0,17922.0,24.0,20,1161946749
2528.0,18504.0,17954.0,8.0,21,1161946749
2544.0,18504.0,17986.0,24.0,22,1161946749
2560.0,18520.0,18018.0,27.7771,23,1161946749
2528.0,18552.0,18066.0,8.0,24,1161946749
2064.0,18472.0,17186.0,72.0,14,1161946749
1984.0,18504.0,17090.0,49.6888,13,1161946749
2304.0,18104.0,17202.0,120.0,13,1161946749
2352.0,17864.0,17026.0,73.5843,12,1161946749
1824.0,18408.0,16834.0,63.5542,11,1161946749
2240.0,17848.0,16722.0,63.5542,10,1161946749
2176.0,17768.0,16674.0,24.0,31,1161946749
1776.0,18072.0,16770.0,63.5542,9,1161946749
2336.0,17768.0,16914.0,40.0,8,1161946749
2032.0,17784.0,16754.0,72.0,7,1161946749
2064.0,17720.0,16706.0,40.0,35,1161946749
1760.0,18232.0,16626.0,93.1929,6,1161946749
1775.36,18059.5,16630.8,83.2,5,1161946749
1728.0,18024.0,16690.0,24.0,38,1161946749
