x,y,z,radius,link,bodyId
1628.0,16263.2,13415.6,67.024,-1,1377845289
1683.16,16303.7,13497.6,119.195,1,1377845289
1719.28,16368.7,13584.3,165.446,2,1377845289
1730.76,16389.4,13611.8,180.146,3,1377845289
1740.0,16406.0,13634.0,191.977,4,1377845289
1749.53,16418.7,13675.3,183.878,5,1377845289
1752.12,16422.2,13686.5,181.669,6,1377845289
1780.7,16460.3,13810.4,157.371,7,1377845289
1775.05,16468.9,13841.5,139.08,8,1377845289
1743.68,16500.3,13956.5,61.5009,9,1377845289
1740.0,16504.0,14026.0,37.2719,10,1377845289
1796.0,16518.0,14124.0,32.598,11,1377845289
1878.44,16552.2,14248.4,34.6753,12,1377845289
1950.0,16574.0,14348.0,32.598,13,1377845289
1992.0,16602.0,14418.0,24.305,14,1377845289
2048.0,16616.0,14488.0,35.0,15,1377845289
2076.0,16644.0,14572.0,32.598,16,1377845289
2104.0,16672.0,14642.0,32.598,17,1377845289
2160.0,16700.0,14726.0,32.598,18,1377845289
2188.0,16700.0,14796.0,32.598,19,1377845289
2202.0,16714.0,14824.0,24.305,20,1377845289
2258.0,16728.0,14908.0,37.2719,21,1377845289
2328.0,16742.0,14978.0,24.305,22,1377845289
2370.0,16770.0,15034.0,21.0,23,1377845289
2370.0,16770.0,15062.0,21.0,24,1377845289
2398.0,16784.0,15104.0,21.0,25,1377845289
2440.0,16798.0,15160.0,21.0,26,1377845289
2482.0,16812.0,15216.0,21.0,27,1377845289
2510.0,16812.0,15272.0,21.0,28,1377845289
2566.0,16812.0,15328.0,21.0,29,1377845289
2580.0,16798.0,15342.0,21.0,30,1377845289
2608.0,16770.0,15370.0,7.0,31,1377845289
1880.0,16588.0,14152.0,21.0,13,1377845289
1866.0,16588.0,14096.0,21.0,33,1377845289
1852.0,16588.0,14068.0,21.0,34,1377845289
1838.0,16602.0,14026.0,32.598,35,1377845289
1838.0,16630.0,13956.0,21.0,10,1377845289
1866.0,16630.0,13956.0,7.0,37,1377845289
1880.0,16630.0,13956.0,7.0,38,1377845289
1586.0,16546.0,13816.0,43.4777,9,1377845289
1848.12,16294.6,13802.6,105.719,8,1377845289
1908.0,16168.0,13760.0,12.799000000000001,41,1377845289
1908.0,16154.0,13746.0,7.0,42,1377845289
1782.0,16448.0,13872.0,119.775,41,1377845289
1740.0,16476.0,13788.0,147.635,7,1377845289
1810.0,16224.0,13634.0,77.0,6,1377845289
1866.0,16154.0,13662.0,21.0,46,1377845289
1544.0,16476.0,13536.0,81.5438,5,1377845289
1516.0,16560.0,13606.0,24.305,4,1377845289
1558.0,16350.0,13466.0,72.196,3,1377845289
1754.0,16196.0,13438.0,37.2719,2,1377845289
4148.0,18002.0,19024.0,24.305,-1,1377845289
4134.0,18016.0,18968.0,24.305,52,1377845289
4078.0,18030.0,18898.0,32.598,53,1377845289
4053.9,18005.9,18873.9,22.6139,54,1377845289
4036.0,17974.0,18842.0,21.0,55,1377845289
4008.0,17960.0,18800.0,21.0,56,1377845289
3994.0,17946.0,18786.0,21.0,57,1377845289
3994.0,17946.0,18758.0,21.0,58,1377845289
3980.0,17932.0,18744.0,21.0,59,1377845289
3966.0,17932.0,18688.0,21.0,60,1377845289
3938.0,17918.0,18646.0,21.0,61,1377845289
3910.0,17890.0,18604.0,21.0,62,1377845289
3910.0,17890.0,18576.0,21.0,63,1377845289
3910.0,17890.0,18548.0,12.799000000000001,64,1377845289
3896.0,17890.0,18520.0,21.0,65,1377845289
3882.0,17876.0,18506.0,12.799000000000001,66,1377845289
3868.0,17876.0,18464.0,21.0,67,1377845289
