x,y,z,radius,link,bodyId
5838.0,10234.0,30876.0,9.0,-1,1558605812
5856.0,10234.0,30876.0,9.0,1,1558605812
5874.0,10234.0,30876.0,9.0,2,1558605812
5892.0,10234.0,30876.0,9.0,3,1558605812
5910.0,10234.0,30876.0,9.0,4,1558605812
5928.0,10216.0,30894.0,16.4558,5,1558605812
5946.0,10216.0,30894.0,16.4558,6,1558605812
5964.0,10216.0,30894.0,9.0,7,1558605812
5982.0,10216.0,30894.0,9.0,8,1558605812
6000.0,10216.0,30894.0,9.0,9,1558605812
6054.0,10216.0,30912.0,27.0,10,1558605812
6090.0,10234.0,30912.0,27.0,11,1558605812
6126.0,10270.0,30912.0,16.4558,12,1558605812
6162.0,10306.0,30912.0,16.4558,13,1558605812
6180.0,10306.0,30912.0,16.4558,14,1558605812
6198.0,10306.0,30912.0,9.0,15,1558605812
6216.0,10306.0,30912.0,9.0,16,1558605812
6234.0,10306.0,30912.0,9.0,17,1558605812
6270.0,10306.0,30912.0,27.0,18,1558605812
6314.05,10310.0,30930.0,22.9751,19,1558605812
6342.0,10324.0,30930.0,9.0,20,1558605812
6387.46,10333.5,30902.5,21.4561,21,1558605812
6414.0,10342.0,30876.0,16.4558,22,1558605812
6414.0,10342.0,30858.0,9.0,23,1558605812
6414.0,10342.0,30840.0,9.0,24,1558605812
6414.0,10342.0,30822.0,9.0,25,1558605812
6414.0,10342.0,30804.0,9.0,26,1558605812
6414.0,10342.0,30786.0,16.4558,27,1558605812
6396.0,10342.0,30768.0,16.4558,28,1558605812
6408.6,10360.0,30706.8,27.0,29,1558605812
6432.0,10378.0,30660.0,16.4558,30,1558605812
6468.0,10378.0,30624.0,27.0,31,1558605812
6504.0,10414.0,30606.0,45.0,32,1558605812
6558.0,10432.0,30534.0,27.0,33,1558605812
6576.0,10450.0,30516.0,16.4558,34,1558605812
6594.0,10450.0,30480.0,16.4558,35,1558605812
6630.0,10486.0,30444.0,16.4558,36,1558605812
6648.0,10504.0,30426.0,16.4558,37,1558605812
6684.0,10540.0,30408.0,31.2492,38,1558605812
6708.0,10564.0,30384.0,28.4164,39,1558605812
6720.0,10576.0,30372.0,27.0,40,1558605812
6774.0,10558.0,30300.0,27.0,41,1558605812
6792.0,10558.0,30264.0,27.0,42,1558605812
6810.0,10540.0,30246.0,16.4558,43,1558605812
6846.0,10540.0,30210.0,16.4558,44,1558605812
6864.0,10540.0,30192.0,16.4558,45,1558605812
6882.0,10540.0,30174.0,9.0,46,1558605812
6918.0,10540.0,30138.0,27.0,47,1558605812
6954.0,10558.0,30102.0,27.0,48,1558605812
6990.0,10576.0,30066.0,27.0,49,1558605812
7026.0,10630.0,29994.0,27.0,50,1558605812
7026.0,10684.0,29922.0,27.0,51,1558605812
7048.0,10704.0,29882.0,27.4721,52,1558605812
7080.0,10720.0,29850.0,31.2492,53,1558605812
7134.0,10756.0,29796.0,65.2159,54,1558605812
7224.0,10720.0,29652.0,31.2492,55,1558605812
7224.0,10702.0,29598.0,41.9117,56,1558605812
7188.0,10756.0,29490.0,47.92100000000001,57,1558605812
