x,y,z,radius,link,bodyId
1552.0,18268.0,15434.0,94.45,-1,1690283476
1650.67,18265.3,15599.3,164.71599999999998,1,1690283476
1652.03,18265.1,15602.1,165.82299999999998,2,1690283476
1688.68,18259.9,15675.4,195.53799999999998,3,1690283476
1698.47,18258.5,15694.9,203.47400000000002,4,1690283476
1724.88,18254.7,15747.8,224.88299999999998,5,1690283476
1744.0,18252.0,15786.0,240.387,6,1690283476
1746.93,18252.0,15808.0,232.06,7,1690283476
1756.3,18252.0,15878.2,205.49200000000002,8,1690283476
1764.82,18252.0,15942.2,181.304,9,1690283476
1770.97,18252.0,15988.3,163.857,10,1690283476
1919.21,18148.4,16224.8,32.7508,11,1690283476
1936.0,18140.0,16282.0,27.7771,12,1690283476
2000.0,18108.0,16346.0,27.7771,13,1690283476
2058.67,18078.7,16404.7,27.7771,14,1690283476
2096.0,18060.0,16442.0,40.0,15,1690283476
2160.0,18028.0,16506.0,37.2548,16,1690283476
2224.0,18012.0,16586.0,37.2548,17,1690283476
2256.0,18012.0,16634.0,37.2548,18,1690283476
2288.0,17996.0,16666.0,24.0,19,1690283476
2320.0,17996.0,16698.0,24.0,20,1690283476
2352.0,17996.0,16730.0,37.2548,21,1690283476
2416.0,18012.0,16810.0,27.7771,22,1690283476
2464.0,18044.0,16890.0,24.0,23,1690283476
2480.0,18060.0,16922.0,37.2548,24,1690283476
2512.0,18076.0,16986.0,37.2548,25,1690283476
2544.0,18076.0,17034.0,24.0,26,1690283476
2592.0,18092.0,17066.0,24.0,27,1690283476
2656.0,18124.0,17114.0,27.7771,28,1690283476
2704.0,18172.0,17194.0,27.7771,29,1690283476
2736.0,18204.0,17242.0,27.7771,30,1690283476
2816.0,18284.0,17322.0,27.7771,31,1690283476
2848.0,18316.0,17386.0,27.7771,32,1690283476
2864.0,18348.0,17434.0,37.2548,33,1690283476
2928.0,18380.0,17498.0,24.0,34,1690283476
2976.0,18412.0,17546.0,27.7771,35,1690283476
3008.0,18444.0,17610.0,27.7771,36,1690283476
3056.0,18476.0,17690.0,27.7771,37,1690283476
3088.0,18508.0,17754.0,24.0,38,1690283476
3136.0,18540.0,17818.0,27.7771,39,1690283476
3168.0,18572.0,17866.0,24.0,40,1690283476
3200.0,18588.0,17914.0,24.0,41,1690283476
3216.0,18604.0,17978.0,24.0,42,1690283476
3232.0,18620.0,17994.0,24.0,43,1690283476
3232.0,18620.0,18026.0,24.0,44,1690283476
3264.0,18636.0,18074.0,24.0,45,1690283476
3312.0,18668.0,18138.0,24.0,46,1690283476
3312.0,18668.0,18170.0,24.0,47,1690283476
3344.0,18684.0,18218.0,24.0,48,1690283476
3360.0,18700.0,18250.0,14.6274,49,1690283476
3360.0,18700.0,18282.0,24.0,50,1690283476
3392.0,18716.0,18330.0,27.7771,51,1690283476
3408.0,18732.0,18394.0,24.0,52,1690283476
3424.0,18748.0,18458.0,24.0,53,1690283476
3424.0,18780.0,18538.0,24.0,54,1690283476
3456.0,18780.0,18570.0,24.0,55,1690283476
3472.0,18796.0,18634.0,24.0,56,1690283476
3488.0,18828.0,18698.0,27.7771,57,1690283476
3520.0,18860.0,18730.0,24.0,58,1690283476
3568.0,18892.0,18794.0,24.0,59,1690283476
